DESCRIPTION,Month,ENCOUNTERCLASS,DISPENSES,TOTALCOST,RandomState,CityLookup,Year
lisinopril 20 MG Oral Tablet,"Wednesday, February 1, 2006",urgentcare,2,521.56,Ohio,,2006
lisinopril 20 MG Oral Tablet,"Saturday, April 1, 2006",outpatient,2,521.56,California,,2006
lisinopril 20 MG Oral Tablet,"Saturday, July 1, 2006",outpatient,2,521.56,California,,2006
lisinopril 20 MG Oral Tablet,"Sunday, October 1, 2006",wellness,2,521.56,Florida,,2006
lisinopril 20 MG Oral Tablet,"Friday, December 1, 2006",emergency,2,521.56,Texas,,2006
lisinopril 20 MG Oral Tablet,"Friday, December 1, 2006",urgentcare,2,521.56,Ohio,,2006
lisinopril 20 MG Oral Tablet,"Thursday, February 1, 2007",outpatient,2,521.56,California,,2007
lisinopril 20 MG Oral Tablet,"Saturday, December 1, 2007",urgentcare,2,521.56,Ohio,,2007
lisinopril 20 MG Oral Tablet,"Tuesday, July 1, 2008",outpatient,2,521.56,California,,2008
lisinopril 20 MG Oral Tablet,"Monday, June 1, 2009",outpatient,2,521.56,California,,2009
lisinopril 20 MG Oral Tablet,"Saturday, August 1, 2009",outpatient,2,521.56,California,,2009
losartan potassium 50 MG Oral Tablet,"Sunday, September 1, 2002",outpatient,2,521.56,California,,2002
losartan potassium 50 MG Oral Tablet,"Monday, September 1, 2003",urgentcare,2,521.56,Ohio,,2003
losartan potassium 50 MG Oral Tablet,"Wednesday, October 1, 2003",emergency,2,521.56,Texas,,2003
losartan potassium 50 MG Oral Tablet,"Wednesday, October 1, 2003",urgentcare,2,521.56,Ohio,,2003
losartan potassium 50 MG Oral Tablet,"Saturday, November 1, 2003",outpatient,2,521.56,California,,2003
losartan potassium 50 MG Oral Tablet,"Monday, December 1, 2003",urgentcare,2,521.56,Ohio,,2003
losartan potassium 50 MG Oral Tablet,"Thursday, July 1, 2004",urgentcare,2,521.56,Ohio,,2004
losartan potassium 50 MG Oral Tablet,"Wednesday, September 1, 2004",wellness,2,521.56,Florida,,2004
losartan potassium 50 MG Oral Tablet,"Monday, August 1, 2005",urgentcare,2,521.56,Ohio,,2005
losartan potassium 50 MG Oral Tablet,"Thursday, December 1, 2005",urgentcare,2,521.56,Ohio,,2005
losartan potassium 50 MG Oral Tablet,"Wednesday, February 1, 2006",urgentcare,2,521.56,Ohio,,2006
losartan potassium 50 MG Oral Tablet,"Saturday, April 1, 2006",outpatient,2,521.56,California,,2006
losartan potassium 50 MG Oral Tablet,"Saturday, July 1, 2006",outpatient,2,521.56,California,,2006
losartan potassium 50 MG Oral Tablet,"Tuesday, August 1, 2006",ambulatory,2,521.56,Illinois,,2006
losartan potassium 50 MG Oral Tablet,"Sunday, October 1, 2006",wellness,2,521.56,Florida,,2006
losartan potassium 50 MG Oral Tablet,"Friday, December 1, 2006",emergency,2,521.56,Texas,,2006
losartan potassium 50 MG Oral Tablet,"Friday, December 1, 2006",urgentcare,2,521.56,Ohio,,2006
losartan potassium 50 MG Oral Tablet,"Thursday, February 1, 2007",outpatient,2,521.56,California,,2007
losartan potassium 50 MG Oral Tablet,"Saturday, December 1, 2007",urgentcare,2,521.56,Ohio,,2007
losartan potassium 50 MG Oral Tablet,"Tuesday, July 1, 2008",outpatient,2,521.56,California,,2008
losartan potassium 50 MG Oral Tablet,"Monday, June 1, 2009",outpatient,2,521.56,California,,2009
losartan potassium 50 MG Oral Tablet,"Saturday, August 1, 2009",outpatient,2,521.56,California,,2009
losartan potassium 50 MG Oral Tablet,"Friday, April 1, 2016",outpatient,2,521.56,California,,2016
nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG Oral Capsule,"Saturday, October 1, 2022",emergency,2,521.56,Texas,,2022
nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG Oral Capsule,"Wednesday, May 1, 2024",emergency,2,521.56,Texas,,2024
nitroglycerin 0.4 MG Sublingual Tablet,"Wednesday, December 1, 2021",emergency,2,521.56,Texas,,2021
prasugrel 10 MG Oral Tablet,"Wednesday, November 1, 2017",inpatient,2,521.56,New York,,2017
sacubitril 97 MG / valsartan 103 MG Oral Tablet,"Tuesday, July 1, 2008",outpatient,2,521.56,California,,2008
sacubitril 97 MG / valsartan 103 MG Oral Tablet,"Monday, June 1, 2009",outpatient,2,521.56,California,,2009
sacubitril 97 MG / valsartan 103 MG Oral Tablet,"Saturday, August 1, 2009",outpatient,2,521.56,California,,2009
sacubitril 97 MG / valsartan 103 MG Oral Tablet,"Friday, April 1, 2016",outpatient,2,521.56,California,,2016
sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,"Tuesday, October 1, 2019",ambulatory,2,521.56,Illinois,,2019
ticagrelor 90 MG Oral Tablet,"Wednesday, December 1, 2021",inpatient,2,521.56,New York,,2021
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, February 1, 2005",ambulatory,2,521.56,Illinois,,2005
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, January 1, 2008",ambulatory,2,521.56,Illinois,,2008
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, May 1, 2011",ambulatory,2,521.56,Illinois,,2011
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, July 1, 2012",ambulatory,2,521.56,Illinois,,2012
tropicamide 5 MG/ML Ophthalmic Solution,"Saturday, December 1, 2012",ambulatory,2,521.56,Illinois,,2012
tropicamide 5 MG/ML Ophthalmic Solution,"Friday, March 1, 2013",ambulatory,2,521.56,Illinois,,2013
tropicamide 5 MG/ML Ophthalmic Solution,"Saturday, June 1, 2013",ambulatory,2,521.56,Illinois,,2013
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, October 1, 2013",ambulatory,2,521.56,Illinois,,2013
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, June 1, 2014",ambulatory,2,521.56,Illinois,,2014
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, July 1, 2014",ambulatory,2,521.56,Illinois,,2014
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, January 1, 2017",ambulatory,2,521.56,Illinois,,2017
tropicamide 5 MG/ML Ophthalmic Solution,"Wednesday, February 1, 2017",ambulatory,2,521.56,Illinois,,2017
tropicamide 5 MG/ML Ophthalmic Solution,"Friday, September 1, 2017",ambulatory,2,521.56,Illinois,,2017
tropicamide 5 MG/ML Ophthalmic Solution,"Wednesday, November 1, 2017",ambulatory,2,521.56,Illinois,,2017
tropicamide 5 MG/ML Ophthalmic Solution,"Monday, January 1, 2018",ambulatory,2,521.56,Illinois,,2018
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, April 1, 2018",ambulatory,2,521.56,Illinois,,2018
tropicamide 5 MG/ML Ophthalmic Solution,"Friday, June 1, 2018",ambulatory,2,521.56,Illinois,,2018
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, January 1, 2019",ambulatory,2,521.56,Illinois,,2019
tropicamide 5 MG/ML Ophthalmic Solution,"Wednesday, May 1, 2019",ambulatory,2,521.56,Illinois,,2019
tropicamide 5 MG/ML Ophthalmic Solution,"Thursday, August 1, 2019",ambulatory,2,521.56,Illinois,,2019
tropicamide 5 MG/ML Ophthalmic Solution,"Thursday, October 1, 2020",ambulatory,2,521.56,Illinois,,2020
tropicamide 5 MG/ML Ophthalmic Solution,"Tuesday, December 1, 2020",ambulatory,2,521.56,Illinois,,2020
tropicamide 5 MG/ML Ophthalmic Solution,"Thursday, April 1, 2021",ambulatory,2,521.56,Illinois,,2021
tropicamide 5 MG/ML Ophthalmic Solution,"Friday, April 1, 2022",ambulatory,2,521.56,Illinois,,2022
tropicamide 5 MG/ML Ophthalmic Solution,"Sunday, October 1, 2023",ambulatory,2,521.56,Illinois,,2023
tropicamide 5 MG/ML Ophthalmic Solution,"Thursday, February 1, 2024",ambulatory,2,521.56,Illinois,,2024
tropicamide 5 MG/ML Ophthalmic Solution,"Thursday, August 1, 2024",ambulatory,2,521.56,Illinois,,2024
verapamil hydrochloride 80 MG Oral Tablet,"Monday, June 1, 2020",wellness,2,521.56,Florida,,2020
verapamil hydrochloride 80 MG Oral Tablet,"Sunday, May 1, 2022",outpatient,2,521.56,California,,2022
verapamil hydrochloride 80 MG Oral Tablet,"Friday, July 1, 2022",urgentcare,2,521.56,Ohio,,2022
verapamil hydrochloride 80 MG Oral Tablet,"Tuesday, October 1, 2024",urgentcare,2,521.56,Ohio,,2024
verapamil hydrochloride 80 MG Oral Tablet,"Friday, November 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, October 1, 2014",wellness,2,521.56,Florida,,2014
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, January 1, 2015",wellness,2,521.56,Florida,,2015
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, July 1, 2015",wellness,2,521.56,Florida,,2015
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, October 1, 2015",wellness,2,521.56,Florida,,2015
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, January 1, 2016",wellness,2,521.56,Florida,,2016
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, April 1, 2016",urgentcare,2,521.56,Ohio,,2016
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, June 1, 2016",wellness,2,521.56,Florida,,2016
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, July 1, 2016",wellness,2,521.56,Florida,,2016
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, December 1, 2016",wellness,2,521.56,Florida,,2016
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, February 1, 2017",wellness,2,521.56,Florida,,2017
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, June 1, 2017",wellness,2,521.56,Florida,,2017
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, July 1, 2017",wellness,2,521.56,Florida,,2017
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, September 1, 2017",urgentcare,2,521.56,Ohio,,2017
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, November 1, 2017",urgentcare,2,521.56,Ohio,,2017
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, January 1, 2018",urgentcare,2,521.56,Ohio,,2018
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, January 1, 2018",wellness,2,521.56,Florida,,2018
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, February 1, 2018",wellness,2,521.56,Florida,,2018
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, June 1, 2018",outpatient,2,521.56,California,,2018
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, July 1, 2018",wellness,2,521.56,Florida,,2018
budesonide 0.25 MG/ML Inhalation Suspension,"Tuesday, January 1, 2019",wellness,2,521.56,Florida,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, March 1, 2019",outpatient,2,521.56,California,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, March 1, 2019",wellness,2,521.56,Florida,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, June 1, 2019",emergency,2,521.56,Texas,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, July 1, 2019",urgentcare,2,521.56,Ohio,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, July 1, 2019",wellness,2,521.56,Florida,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, August 1, 2019",outpatient,2,521.56,California,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Tuesday, October 1, 2019",wellness,2,521.56,Florida,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, November 1, 2019",wellness,2,521.56,Florida,,2019
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, February 1, 2020",wellness,2,521.56,Florida,,2020
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, March 1, 2020",wellness,2,521.56,Florida,,2020
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, August 1, 2020",outpatient,2,521.56,California,,2020
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, August 1, 2020",wellness,2,521.56,Florida,,2020
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, November 1, 2020",wellness,2,521.56,Florida,,2020
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, March 1, 2021",wellness,2,521.56,Florida,,2021
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, July 1, 2021",urgentcare,2,521.56,Ohio,,2021
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, August 1, 2021",wellness,2,521.56,Florida,,2021
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, December 1, 2021",wellness,2,521.56,Florida,,2021
budesonide 0.25 MG/ML Inhalation Suspension,"Tuesday, March 1, 2022",wellness,2,521.56,Florida,,2022
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, June 1, 2022",wellness,2,521.56,Florida,,2022
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, August 1, 2022",wellness,2,521.56,Florida,,2022
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, February 1, 2023",wellness,2,521.56,Florida,,2023
budesonide 0.25 MG/ML Inhalation Suspension,"Wednesday, March 1, 2023",wellness,2,521.56,Florida,,2023
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, April 1, 2023",urgentcare,2,521.56,Ohio,,2023
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, May 1, 2023",outpatient,2,521.56,California,,2023
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, June 1, 2023",wellness,2,521.56,Florida,,2023
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, February 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, February 1, 2024",wellness,2,521.56,Florida,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, March 1, 2024",outpatient,2,521.56,California,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, April 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, April 1, 2024",wellness,2,521.56,Florida,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, June 1, 2024",outpatient,2,521.56,California,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, June 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Monday, July 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, August 1, 2024",outpatient,2,521.56,California,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, August 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, September 1, 2024",outpatient,2,521.56,California,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, September 1, 2024",urgentcare,2,521.56,Ohio,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, November 1, 2024",wellness,2,521.56,Florida,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, December 1, 2024",wellness,2,521.56,Florida,,2024
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, March 1, 2025",outpatient,2,521.56,California,,2025
budesonide 0.25 MG/ML Inhalation Suspension,"Saturday, March 1, 2025",wellness,2,521.56,Florida,,2025
budesonide 0.25 MG/ML Inhalation Suspension,"Tuesday, April 1, 2025",wellness,2,521.56,Florida,,2025
budesonide 0.25 MG/ML Inhalation Suspension,"Thursday, May 1, 2025",urgentcare,2,521.56,Ohio,,2025
budesonide 0.25 MG/ML Inhalation Suspension,"Sunday, June 1, 2025",urgentcare,2,521.56,Ohio,,2025
budesonide 0.25 MG/ML Inhalation Suspension,"Friday, August 1, 2025",urgentcare,2,521.56,Ohio,,2025
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, November 1, 1969",ambulatory,2,521.56,Illinois,,1969
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, April 1, 1970",ambulatory,2,521.56,Illinois,,1970
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, April 1, 1978",ambulatory,2,521.56,Illinois,,1978
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, August 1, 1985",ambulatory,2,521.56,Illinois,,1985
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, May 1, 1986",ambulatory,2,521.56,Illinois,,1986
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, December 1, 1986",ambulatory,2,521.56,Illinois,,1986
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, January 1, 1988",ambulatory,2,521.56,Illinois,,1988
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, February 1, 1988",ambulatory,2,521.56,Illinois,,1988
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, May 1, 1988",ambulatory,2,521.56,Illinois,,1988
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, January 1, 1989",ambulatory,2,521.56,Illinois,,1989
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, November 1, 1989",ambulatory,2,521.56,Illinois,,1989
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, January 1, 1990",ambulatory,2,521.56,Illinois,,1990
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, August 1, 1990",ambulatory,2,521.56,Illinois,,1990
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, August 1, 1992",ambulatory,2,521.56,Illinois,,1992
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, November 1, 1992",ambulatory,2,521.56,Illinois,,1992
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, December 1, 1994",ambulatory,2,521.56,Illinois,,1994
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, October 1, 1995",ambulatory,2,521.56,Illinois,,1995
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, October 1, 1996",ambulatory,2,521.56,Illinois,,1996
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, October 1, 1997",ambulatory,2,521.56,Illinois,,1997
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, March 1, 1998",ambulatory,2,521.56,Illinois,,1998
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, May 1, 1998",ambulatory,2,521.56,Illinois,,1998
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, November 1, 1998",ambulatory,2,521.56,Illinois,,1998
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, November 1, 1999",ambulatory,2,521.56,Illinois,,1999
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, December 1, 1999",ambulatory,2,521.56,Illinois,,1999
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, February 1, 2000",ambulatory,2,521.56,Illinois,,2000
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, August 1, 2000",ambulatory,2,521.56,Illinois,,2000
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, September 1, 2000",ambulatory,2,521.56,Illinois,,2000
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, November 1, 2000",ambulatory,2,521.56,Illinois,,2000
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, April 1, 2001",ambulatory,2,521.56,Illinois,,2001
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, November 1, 2001",ambulatory,2,521.56,Illinois,,2001
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, January 1, 2002",ambulatory,2,521.56,Illinois,,2002
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, August 1, 2002",ambulatory,2,521.56,Illinois,,2002
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, November 1, 2002",ambulatory,2,521.56,Illinois,,2002
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, January 1, 2003",ambulatory,2,521.56,Illinois,,2003
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, April 1, 2003",ambulatory,2,521.56,Illinois,,2003
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, May 1, 2003",ambulatory,2,521.56,Illinois,,2003
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, November 1, 2003",ambulatory,2,521.56,Illinois,,2003
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, January 1, 2004",ambulatory,2,521.56,Illinois,,2004
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, November 1, 2004",ambulatory,2,521.56,Illinois,,2004
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, December 1, 2004",ambulatory,2,521.56,Illinois,,2004
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, March 1, 2005",ambulatory,2,521.56,Illinois,,2005
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, April 1, 2005",ambulatory,2,521.56,Illinois,,2005
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, September 1, 2005",ambulatory,2,521.56,Illinois,,2005
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, January 1, 2007",ambulatory,2,521.56,Illinois,,2007
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, February 1, 2007",ambulatory,2,521.56,Illinois,,2007
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, December 1, 2007",ambulatory,2,521.56,Illinois,,2007
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, January 1, 2008",ambulatory,2,521.56,Illinois,,2008
sodium fluoride 0.0272 MG/MG Oral Gel,"Tuesday, April 1, 2008",ambulatory,2,521.56,Illinois,,2008
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, May 1, 2008",ambulatory,2,521.56,Illinois,,2008
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, October 1, 2008",ambulatory,2,521.56,Illinois,,2008
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, January 1, 2009",ambulatory,2,521.56,Illinois,,2009
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, January 1, 2010",ambulatory,2,521.56,Illinois,,2010
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, April 1, 2010",ambulatory,2,521.56,Illinois,,2010
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, August 1, 2010",ambulatory,2,521.56,Illinois,,2010
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, October 1, 2010",ambulatory,2,521.56,Illinois,,2010
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, September 1, 2011",ambulatory,2,521.56,Illinois,,2011
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, December 1, 2011",ambulatory,2,521.56,Illinois,,2011
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, July 1, 2012",ambulatory,2,521.56,Illinois,,2012
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, September 1, 2012",ambulatory,2,521.56,Illinois,,2012
sodium fluoride 0.0272 MG/MG Oral Gel,"Saturday, December 1, 2012",ambulatory,2,521.56,Illinois,,2012
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, May 1, 2013",ambulatory,2,521.56,Illinois,,2013
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, September 1, 2013",ambulatory,2,521.56,Illinois,,2013
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, January 1, 2014",ambulatory,2,521.56,Illinois,,2014
sodium fluoride 0.0272 MG/MG Oral Gel,"Sunday, June 1, 2014",ambulatory,2,521.56,Illinois,,2014
sodium fluoride 0.0272 MG/MG Oral Gel,"Monday, September 1, 2014",ambulatory,2,521.56,Illinois,,2014
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, October 1, 2014",ambulatory,2,521.56,Illinois,,2014
sodium fluoride 0.0272 MG/MG Oral Gel,"Thursday, January 1, 2015",ambulatory,2,521.56,Illinois,,2015
sodium fluoride 0.0272 MG/MG Oral Gel,"Wednesday, April 1, 2015",ambulatory,2,521.56,Illinois,,2015
sodium fluoride 0.0272 MG/MG Oral Gel,"Friday, May 1, 2015",ambulatory,2,521.56,Illinois,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, July 1, 1989",outpatient,2,521.56,California,,1989
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, July 1, 1990",urgentcare,2,521.56,Ohio,,1990
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 1990",urgentcare,2,521.56,Ohio,,1990
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, November 1, 1990",urgentcare,2,521.56,Ohio,,1990
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, September 1, 1991",urgentcare,2,521.56,Ohio,,1991
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, November 1, 1994",urgentcare,2,521.56,Ohio,,1994
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, September 1, 1995",outpatient,2,521.56,California,,1995
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, February 1, 1996",outpatient,2,521.56,California,,1996
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, April 1, 1996",outpatient,2,521.56,California,,1996
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, May 1, 1997",urgentcare,2,521.56,Ohio,,1997
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, June 1, 1997",outpatient,2,521.56,California,,1997
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, March 1, 1999",urgentcare,2,521.56,Ohio,,1999
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, April 1, 1999",urgentcare,2,521.56,Ohio,,1999
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, September 1, 2000",urgentcare,2,521.56,Ohio,,2000
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, October 1, 2000",urgentcare,2,521.56,Ohio,,2000
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, May 1, 2001",outpatient,2,521.56,California,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, March 1, 2002",outpatient,2,521.56,California,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, June 1, 2002",urgentcare,2,521.56,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, September 1, 2003",urgentcare,2,521.56,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, October 1, 2003",emergency,2,521.56,Texas,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, October 1, 2003",urgentcare,2,521.56,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, November 1, 2003",outpatient,2,521.56,California,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, December 1, 2003",urgentcare,2,521.56,Ohio,,2003
