Medicine,Year,Type,Value
Hydrochlorothiazide 25 MG Oral Tablet,2020,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2020,Actual,3
amLODIPine 2.5 MG Oral Tablet,2020,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2020,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2020,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,2020,Actual,3
Acetaminophen 160 MG Chewable Tablet,2020,Actual,3
Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,2020,Actual,3
Acetaminophen 325 MG Oral Tablet,2020,Actual,3
Acetaminophen 325 MG Oral Tablet,2020,Actual,3
Acetaminophen 325 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Alendronic acid 10 MG Oral Tablet,2020,Actual,3
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2020,Actual,3
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2020,Actual,3
Amoxicillin 500 MG Oral Tablet,2020,Actual,3
Ibuprofen 100 MG Oral Tablet,2020,Actual,3
Ibuprofen 200 MG Oral Tablet,2020,Actual,3
Meperidine Hydrochloride 50 MG Oral Tablet,2020,Actual,3
Naproxen sodium 220 MG Oral Tablet,2020,Actual,3
Penicillin V Potassium 250 MG Oral Tablet,2020,Actual,3
Albuterol 5 MG/ML Inhalation Solution,2020,Actual,3
Albuterol 5 MG/ML Inhalation Solution,2020,Actual,3
losartan potassium 25 MG Oral Tablet,2020,Actual,3
Warfarin Sodium 5 MG Oral Tablet,2020,Actual,3
amLODIPine 2.5 MG Oral Tablet,2020,Actual,3
lisinopril 10 MG Oral Tablet,2020,Actual,3
lisinopril 10 MG Oral Tablet,2020,Actual,3
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],2020,Actual,3
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],2020,Actual,3
120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent],2020,Actual,3
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2020,Actual,3
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2020,Actual,3
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2020,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,3
budesonide 0.25 MG/ML Inhalation Suspension,2020,Actual,3
tropicamide 5 MG/ML Ophthalmic Solution,2020,Actual,3
tropicamide 5 MG/ML Ophthalmic Solution,2020,Actual,3
tropicamide 5 MG/ML Ophthalmic Solution,2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2020,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2020,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2020,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2017,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2017,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2017,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2017,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2017,Actual,3
Acetaminophen 160 MG Chewable Tablet,2017,Actual,3
Acetaminophen 325 MG / HYDROcodone Bitartrate 7.5 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG Oral Tablet,2017,Actual,3
Alendronic acid 10 MG Oral Tablet,2017,Actual,3
Alendronic acid 10 MG Oral Tablet,2017,Actual,3
Alendronic acid 10 MG Oral Tablet,2017,Actual,3
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2017,Actual,3
Amoxicillin 250 MG Oral Capsule,2017,Actual,3
Amoxicillin 500 MG Oral Tablet,2017,Actual,3
Ibuprofen 200 MG Oral Tablet,2017,Actual,3
Ibuprofen 200 MG Oral Tablet,2017,Actual,3
Naproxen sodium 220 MG Oral Tablet,2017,Actual,3
Albuterol 5 MG/ML Inhalation Solution,2017,Actual,3
amLODIPine 2.5 MG Oral Tablet,2017,Actual,3
lisinopril 10 MG Oral Tablet,2017,Actual,3
lisinopril 10 MG Oral Tablet,2017,Actual,3
lisinopril 10 MG Oral Tablet,2017,Actual,3
lisinopril 10 MG Oral Tablet,2017,Actual,3
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,3
budesonide 0.25 MG/ML Inhalation Suspension,2017,Actual,3
budesonide 0.25 MG/ML Inhalation Suspension,2017,Actual,3
tropicamide 5 MG/ML Ophthalmic Solution,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2017,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2017,Actual,3
buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
72 HR Fentanyl 0.025 MG/HR Transdermal System,2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Acetaminophen 325 MG Oral Tablet [Tylenol],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
Ibuprofen 400 MG Oral Tablet [Ibu],2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
tramadol hydrochloride 50 MG Oral Tablet,2017,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG Oral Tablet,2015,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,3
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,3
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,3
amLODIPine 2.5 MG Oral Tablet,2015,Actual,3
amLODIPine 2.5 MG Oral Tablet,2015,Actual,3
amLODIPine 2.5 MG Oral Tablet,2015,Actual,3
amLODIPine 2.5 MG Oral Tablet,2015,Actual,3
amLODIPine 2.5 MG Oral Tablet,2015,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2015,Actual,3
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2015,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2015,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2015,Actual,3
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2015,Actual,3
Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,2015,Actual,3
Alendronic acid 10 MG Oral Tablet,2015,Actual,3
Alendronic acid 10 MG Oral Tablet,2015,Actual,3
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2015,Actual,3
Clopidogrel 75 MG Oral Tablet,2015,Actual,3
Diazepam 5 MG Oral Tablet,2015,Actual,3
Furosemide 40 MG Oral Tablet,2015,Actual,3
Furosemide 40 MG Oral Tablet,2015,Actual,3
Furosemide 40 MG Oral Tablet,2015,Actual,3
Ibuprofen 200 MG Oral Tablet,2015,Actual,3
Ibuprofen 200 MG Oral Tablet,2015,Actual,3
Naproxen sodium 220 MG Oral Tablet,2015,Actual,3
Albuterol 5 MG/ML Inhalation Solution,2015,Actual,3
Albuterol 5 MG/ML Inhalation Solution,2015,Actual,3
lisinopril 10 MG Oral Tablet,2015,Actual,3
lisinopril 10 MG Oral Tablet,2015,Actual,3
lisinopril 10 MG Oral Tablet,2015,Actual,3
lisinopril 10 MG Oral Tablet,2015,Actual,3
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],2015,Actual,3
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],2015,Actual,3
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,3
budesonide 0.25 MG/ML Inhalation Suspension,2015,Actual,3
sodium fluoride 0.0272 MG/MG Oral Gel,2015,Actual,3
tropicamide 5 MG/ML Ophthalmic Solution,2015,Actual,3
12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,2015,Actual,3
